number,value,user_attrs_pct_tr,user_attrs_pct_val,user_attrs_pct_val1,user_attrs_wr_tr,user_attrs_wr_val,user_attrs_wr_val1
2555,-0.001,,,,,,
2556,0.40940075840984996,0.16683119447186576,0.04181503713500865,0.11776061776061776,0.5285996055226825,0.5644768856447688,0.5216095380029806
2557,-0.001,,,,,,
2558,-0.001,,,,,,
2559,-0.001,,,,,,
2560,-0.001,,,,,,
2561,-0.001,,,,,,
2562,-0.001,,,,,,
2563,-0.001,,,,,,
2564,-0.001,,,,,,
2565,-0.001,,,,,,
2566,-0.001,,,,,,
2567,-0.001,,,,,,
2568,-0.001,,,,,,
2569,-0.001,,,,,,
2570,-0.001,,,,,,
2571,-0.001,,,,,,
2572,-0.001,,,,,,
2573,-0.001,,,,,,
2574,-0.001,,,,,,
2575,-0.001,,,,,,
2576,-0.001,,,,,,
2577,-0.001,,,,,,
2578,-0.001,,,,,,
2579,-0.001,,,,,,
2580,-0.001,,,,,,
2581,-0.001,,,,,,
2582,-0.001,,,,,,
2583,-0.001,,,,,,
2584,-0.001,,,,,,
2585,-0.001,,,,,,
2586,0.40940075840984996,0.16683119447186576,0.04181503713500865,0.11776061776061776,0.5285996055226825,0.5644768856447688,0.5216095380029806
2587,-0.001,,,,,,
2588,-0.001,,,,,,
2589,-0.001,,,,,,
2590,-0.001,,,,,,
2591,-0.001,,,,,,
2592,-0.001,,,,,,
2593,-0.001,,,,,,
2594,-0.001,,,,,,
2595,-0.001,,,,,,
2596,-0.001,,,,,,
2597,-0.001,,,,,,
2598,-0.001,,,,,,
2599,-0.001,,,,,,
2600,-0.001,,,,,,
2601,-0.001,,,,,,
2602,-0.001,,,,,,
2603,-0.001,,,,,,
2604,-0.001,,,,,,
2605,-0.001,,,,,,
2606,-0.001,,,,,,
2607,-0.001,,,,,,
2608,-0.001,,,,,,
2609,-0.001,,,,,,
2610,-0.001,,,,,,
2611,-0.001,,,,,,
2612,-0.001,,,,,,
2613,-0.001,,,,,,
2614,-0.001,,,,,,
2615,-0.001,,,,,,
2616,-0.001,,,,,,
2617,-0.001,,,,,,
2618,-0.001,,,,,,
2619,-0.001,,,,,,
2620,0.40952541449701513,0.16781836130306022,0.04181503713500865,0.11793611793611794,0.5294117647058824,0.5644768856447688,0.5208333333333334
2621,-0.001,,,,,,
2622,-0.001,,,,,,
2623,-0.001,,,,,,
2624,-0.001,,,,,,
2625,-0.001,,,,,,
2626,-0.001,,,,,,
2627,-0.001,,,,,,
2628,-0.001,,,,,,
2629,-0.001,,,,,,
2630,-0.001,,,,,,
2631,-0.001,,,,,,
2632,-0.001,,,,,,
2633,-0.001,,,,,,
2634,-0.001,,,,,,
2635,-0.001,,,,,,
2636,-0.001,,,,,,
2637,-0.001,,,,,,
2638,-0.001,,,,,,
2639,-0.001,,,,,,
2640,-0.001,,,,,,
2641,-0.001,,,,,,
2642,-0.001,,,,,,
2643,-0.001,,,,,,
2644,-0.001,,,,,,
2645,-0.001,,,,,,
2646,-0.001,,,,,,
2647,-0.001,,,,,,
2648,0.40938697088160136,0.16979269496544916,0.042120256384169295,0.11969111969111969,0.5290697674418605,0.5628019323671497,0.5205278592375366
2649,-0.001,,,,,,
2650,-0.001,,,,,,
2651,-0.001,,,,,,
2652,-0.001,,,,,,
2653,-0.001,,,,,,
2654,-0.001,,,,,,
2655,-0.001,,,,,,
2656,-0.001,,,,,,
2657,-0.001,,,,,,
2658,-0.001,,,,,,
2659,-0.001,,,,,,
2660,-0.001,,,,,,
2661,-0.001,,,,,,
2662,-0.001,,,,,,
2663,-0.001,,,,,,
2664,-0.001,,,,,,
2665,-0.001,,,,,,
2666,-0.001,,,,,,
2667,-0.001,,,,,,
2668,-0.001,,,,,,
2669,-0.001,,,,,,
2670,-0.001,,,,,,
2671,-0.001,,,,,,
2672,-0.001,,,,,,
2673,-0.001,,,,,,
2674,-0.001,,,,,,
2675,-0.001,,,,,,
2676,-0.001,,,,,,
2677,-0.001,,,,,,
2678,-0.001,,,,,,
2679,-0.001,,,,,,
2680,-0.001,,,,,,
2681,-0.001,,,,,,
2682,-0.001,,,,,,
2683,-0.001,,,,,,
2684,-0.001,,,,,,
2685,-0.001,,,,,,
2686,0.40908347099152625,0.16452780519907864,0.04130633838640757,0.1174096174096174,0.528,0.5665024630541872,0.5201793721973094
2687,-0.001,,,,,,
2688,-0.001,,,,,,
2689,-0.001,,,,,,
2690,-0.001,,,,,,
2691,-0.001,,,,,,
2692,0.4088088758138415,0.1641987495886805,0.04130633838640757,0.11705861705861706,0.5270541082164328,0.5665024630541872,0.52023988005997
2693,-0.001,,,,,,
2694,-0.001,,,,,,
2695,-0.001,,,,,,
2696,-0.001,,,,,,
2697,-0.001,,,,,,
2698,-0.001,,,,,,
2699,-0.001,,,,,,
2700,-0.001,,,,,,
2701,-0.001,,,,,,
2702,-0.001,,,,,,
2703,-0.001,,,,,,
2704,-0.001,,,,,,
2705,-0.001,,,,,,
2706,-0.001,,,,,,
2707,-0.001,,,,,,
2708,-0.001,,,,,,
2709,-0.001,,,,,,
2710,-0.001,,,,,,
2711,-0.001,,,,,,
2712,-0.001,,,,,,
2713,-0.001,,,,,,
2714,-0.001,,,,,,
2715,0.40936836683136757,0.16683119447186576,0.04201851663444908,0.1181116181116181,0.5285996055226825,0.5641646489104116,0.5215453194650818
2716,-0.001,,,,,,
2717,-0.001,,,,,,
2718,-0.001,,,,,,
2719,-0.001,,,,,,
2720,-0.001,,,,,,
2721,-0.001,,,,,,
2722,-0.001,,,,,,
2723,-0.001,,,,,,
2724,-0.001,,,,,,
2725,-0.001,,,,,,
2726,-0.001,,,,,,
2727,-0.001,,,,,,
2728,-0.001,,,,,,
2729,-0.001,,,,,,
2730,-0.001,,,,,,
2731,-0.001,,,,,,
2732,-0.001,,,,,,
2733,-0.001,,,,,,
2734,-0.001,,,,,,
2735,-0.001,,,,,,
2736,-0.001,,,,,,
2737,-0.001,,,,,,
2738,-0.001,,,,,,
2739,-0.001,,,,,,
2740,-0.001,,,,,,
2741,-0.001,,,,,,
2742,-0.001,,,,,,
2743,-0.001,,,,,,
2744,-0.001,,,,,,
2745,-0.001,,,,,,
2746,-0.001,,,,,,
2747,-0.001,,,,,,
2748,-0.001,,,,,,
2749,-0.001,,,,,,
2750,-0.001,,,,,,
2751,-0.001,,,,,,
2752,-0.001,,,,,,
2753,-0.001,,,,,,
2754,-0.001,,,,,,
2755,-0.001,,,,,,
2756,-0.001,,,,,,
2757,-0.001,,,,,,
2758,-0.001,,,,,,
2759,-0.001,,,,,,
2760,-0.001,,,,,,
2761,-0.001,,,,,,
2762,-0.001,,,,,,
2763,-0.001,,,,,,
2764,0.40938225813134094,0.16781836130306022,0.04201851663444908,0.11828711828711828,0.5274509803921569,0.5641646489104116,0.5222551928783383
2765,-0.001,,,,,,
2766,-0.001,,,,,,
2767,-0.001,,,,,,
2768,-0.001,,,,,,
2769,-0.001,,,,,,
2770,0.40856001415391785,0.16913458374465284,0.04242547563332994,0.12004212004212005,0.5272373540856031,0.5611510791366906,0.52046783625731
2771,-0.001,,,,,,
2772,-0.001,,,,,,
2773,-0.001,,,,,,
2774,-0.001,,,,,,
2775,-0.001,,,,,,
2776,-0.001,,,,,,
2777,-0.001,,,,,,
2778,-0.001,,,,,,
2779,-0.001,,,,,,
2780,-0.001,,,,,,
2781,-0.001,,,,,,
2782,-0.001,,,,,,
2783,-0.001,,,,,,
2784,-0.001,,,,,,
2785,-0.001,,,,,,
2786,-0.001,,,,,,
2787,-0.001,,,,,,
2788,-0.001,,,,,,
2789,-0.001,,,,,,
2790,-0.001,,,,,,
2791,-0.001,,,,,,
2792,-0.001,,,,,,
2793,-0.001,,,,,,
2794,0.4092613003483908,0.1688055281342547,0.042120256384169295,0.11951561951561951,0.5282651072124757,0.5628019323671497,0.5212922173274597
2795,-0.001,,,,,,
2796,-0.001,,,,,,
2797,-0.001,,,,,,
2798,-0.001,,,,,,
2799,-0.001,,,,,,
2800,0.4089929452290152,0.16847647252385653,0.042120256384169295,0.11916461916461916,0.52734375,0.5628019323671497,0.5213549337260678
2801,-0.001,,,,,,
2802,-0.001,,,,,,
2803,-0.001,,,,,,
2804,-0.001,,,,,,
2805,-0.001,,,,,,
2806,-0.001,,,,,,
2807,-0.001,,,,,,
2808,-0.001,,,,,,
2809,-0.001,,,,,,
2810,-0.001,,,,,,
2811,-0.001,,,,,,
2812,-0.001,,,,,,
2813,-0.001,,,,,,
2814,-0.001,,,,,,
2815,-0.001,,,,,,
2816,-0.001,,,,,,
2817,-0.001,,,,,,
2818,-0.001,,,,,,
2819,-0.001,,,,,,
2820,-0.001,,,,,,
2821,-0.001,,,,,,
2822,-0.001,,,,,,
2823,-0.001,,,,,,
2824,-0.001,,,,,,
2825,-0.001,,,,,,
2826,-0.001,,,,,,
2827,-0.001,,,,,,
2828,-0.001,,,,,,
2829,-0.001,,,,,,
2830,-0.001,,,,,,
2831,-0.001,,,,,,
2832,-0.001,,,,,,
2833,-0.001,,,,,,
2834,-0.001,,,,,,
2835,-0.001,,,,,,
2836,-0.001,,,,,,
2837,-0.001,,,,,,
2838,-0.001,,,,,,
2839,-0.001,,,,,,
2840,-0.001,,,,,,
2841,-0.001,,,,,,
2842,-0.001,,,,,,
2843,-0.001,,,,,,
2844,-0.001,,,,,,
2845,-0.001,,,,,,
2846,-0.001,,,,,,
2847,0.4085543757921266,0.16386969397828233,0.04130633838640757,0.11705861705861706,0.5261044176706827,0.5665024630541872,0.52023988005997
2848,-0.001,,,,,,
2849,-0.001,,,,,,
2850,-0.001,,,,,,
2851,-0.001,,,,,,
2852,-0.001,,,,,,
2853,-0.001,,,,,,
2854,-0.001,,,,,,
2855,-0.001,,,,,,
2856,-0.001,,,,,,
2857,-0.001,,,,,,
2858,-0.001,,,,,,
2859,0.40369737607022876,0.15301085883514315,0.031234103164106217,0.10336960336960337,0.5204301075268817,0.5635179153094463,0.5229202037351444
2860,-0.001,,,,,,
2861,-0.001,,,,,,
2862,-0.001,,,,,,
2863,-0.001,,,,,,
2864,0.40887046836893326,0.1648568608094768,0.04130633838640757,0.1174096174096174,0.5269461077844312,0.5665024630541872,0.5201793721973094
2865,-0.001,,,,,,
2866,-0.001,,,,,,
2867,-0.001,,,,,,
2868,-0.001,,,,,,
2869,-0.001,,,,,,
2870,-0.001,,,,,,
2871,0.40856001415391785,0.16913458374465284,0.04242547563332994,0.12004212004212005,0.5272373540856031,0.5611510791366906,0.52046783625731
2872,-0.001,,,,,,
2873,-0.001,,,,,,
2874,-0.001,,,,,,
2875,-0.001,,,,,,
2876,-0.001,,,,,,
2877,-0.001,,,,,,
2878,-0.001,,,,,,
2879,-0.001,,,,,,
2880,-0.001,,,,,,
2881,-0.001,,,,,,
2882,-0.001,,,,,,
2883,-0.001,,,,,,
2884,-0.001,,,,,,
2885,-0.001,,,,,,
2886,-0.001,,,,,,
2887,-0.001,,,,,,
2888,-0.001,,,,,,
2889,-0.001,,,,,,
2890,-0.001,,,,,,
2891,-0.001,,,,,,
2892,-0.001,,,,,,
2893,-0.001,,,,,,
2894,-0.001,,,,,,
2895,-0.001,,,,,,
2896,-0.001,,,,,,
2897,-0.001,,,,,,
2898,-0.001,,,,,,
2899,-0.001,,,,,,
2900,-0.001,,,,,,
2901,-0.001,,,,,,
2902,-0.001,,,,,,
2903,-0.001,,,,,,
2904,-0.001,,,,,,
2905,-0.001,,,,,,
2906,-0.001,,,,,,
2907,-0.001,,,,,,
2908,-0.001,,,,,,
2909,-0.001,,,,,,
2910,-0.001,,,,,,
2911,0.4093482511217773,0.16683119447186576,0.04201851663444908,0.11776061776061776,0.5285996055226825,0.5641646489104116,0.5216095380029806
2912,-0.001,,,,,,
2913,-0.001,,,,,,
2914,-0.001,,,,,,
2915,-0.001,,,,,,
2916,-0.001,,,,,,
2917,-0.001,,,,,,
2918,-0.001,,,,,,
2919,-0.001,,,,,,
2920,-0.001,,,,,,
2921,-0.001,,,,,,
2922,-0.001,,,,,,
2923,-0.001,,,,,,
2924,-0.001,,,,,,
2925,-0.001,,,,,,
2926,-0.001,,,,,,
2927,-0.001,,,,,,
2928,-0.001,,,,,,
2929,0.4093482511217773,0.16683119447186576,0.04201851663444908,0.11776061776061776,0.5285996055226825,0.5641646489104116,0.5216095380029806
2930,-0.001,,,,,,
2931,-0.001,,,,,,
2932,-0.001,,,,,,
2933,-0.001,,,,,,
2934,-0.001,,,,,,
2935,-0.001,,,,,,
2936,-0.001,,,,,,
2937,-0.001,,,,,,
2938,-0.001,,,,,,
2939,-0.001,,,,,,
2940,-0.001,,,,,,
2941,-0.001,,,,,,
2942,-0.001,,,,,,
2943,-0.001,,,,,,
2944,-0.001,,,,,,
2945,-0.001,,,,,,
2946,-0.001,,,,,,
2947,-0.001,,,,,,
2948,-0.001,,,,,,
2949,-0.001,,,,,,
2950,-0.001,,,,,,
2951,-0.001,,,,,,
2952,-0.001,,,,,,
2953,-0.001,,,,,,
2954,-0.001,,,,,,
2955,-0.001,,,,,,
2956,-0.001,,,,,,
2957,-0.001,,,,,,
2958,-0.001,,,,,,
2959,-0.001,,,,,,
2960,-0.001,,,,,,
2961,-0.001,,,,,,
2962,-0.001,,,,,,
2963,-0.001,,,,,,
2964,-0.001,,,,,,
2965,-0.001,,,,,,
2966,-0.001,,,,,,
2967,-0.001,,,,,,
2968,-0.001,,,,,,
2969,-0.001,,,,,,
2970,-0.001,,,,,,
2971,-0.001,,,,,,
2972,-0.001,,,,,,
2973,-0.001,,,,,,
2974,-0.001,,,,,,
2975,-0.001,,,,,,
2976,0.40856001415391785,0.16913458374465284,0.04242547563332994,0.12004212004212005,0.5272373540856031,0.5611510791366906,0.52046783625731
2977,-0.001,,,,,,
2978,-0.001,,,,,,
2979,-0.001,,,,,,
2980,-0.001,,,,,,
2981,-0.001,,,,,,
2982,-0.001,,,,,,
2983,-0.001,,,,,,
2984,-0.001,,,,,,
2985,-0.001,,,,,,
2986,-0.001,,,,,,
2987,-0.001,,,,,,
2988,0.4092613003483908,0.1688055281342547,0.042120256384169295,0.11951561951561951,0.5282651072124757,0.5628019323671497,0.5212922173274597
2989,-0.001,,,,,,
2990,-0.001,,,,,,
2991,-0.001,,,,,,
2992,-0.001,,,,,,
2993,-0.001,,,,,,
2994,0.4093482511217773,0.16683119447186576,0.04201851663444908,0.11776061776061776,0.5285996055226825,0.5641646489104116,0.5216095380029806
2995,-0.001,,,,,,
2996,-0.001,,,,,,
2997,-0.001,,,,,,
2998,-0.001,,,,,,
2999,-0.001,,,,,,
3000,-0.001,,,,,,
3001,-0.001,,,,,,
3002,-0.001,,,,,,
3003,-0.001,,,,,,
3004,-0.001,,,,,,
3005,-0.001,,,,,,
3006,-0.001,,,,,,
3007,-0.001,,,,,,
3008,0.4087395066898953,0.16386969397828233,0.04130633838640757,0.11723411723411724,0.5261044176706827,0.5665024630541872,0.5209580838323353
3009,-0.001,,,,,,
3010,-0.001,,,,,,
3011,-0.001,,,,,,
3012,-0.001,,,,,,
3013,-0.001,,,,,,
3014,-0.001,,,,,,
3015,0.40856001415391785,0.16913458374465284,0.04242547563332994,0.12004212004212005,0.5272373540856031,0.5611510791366906,0.52046783625731
3016,-0.001,,,,,,
3017,-0.001,,,,,,
3018,-0.001,,,,,,
3019,-0.001,,,,,,
3020,-0.001,,,,,,
3021,-0.001,,,,,,
3022,-0.001,,,,,,
3023,-0.001,,,,,,
3024,-0.001,,,,,,
3025,0.4089929452290152,0.16847647252385653,0.042120256384169295,0.11916461916461916,0.52734375,0.5628019323671497,0.5213549337260678
3026,-0.001,,,,,,
3027,-0.001,,,,,,
3028,-0.001,,,,,,
3029,-0.001,,,,,,
3030,-0.001,,,,,,
3031,-0.001,,,,,,
3032,-0.001,,,,,,
3033,-0.001,,,,,,
3034,-0.001,,,,,,
3035,-0.001,,,,,,
3036,-0.001,,,,,,
3037,-0.001,,,,,,
3038,-0.001,,,,,,
3039,-0.001,,,,,,
3040,-0.001,,,,,,
3041,-0.001,,,,,,
3042,-0.001,,,,,,
3043,-0.001,,,,,,
3044,-0.001,,,,,,
3045,-0.001,,,,,,
3046,-0.001,,,,,,
3047,-0.001,,,,,,
3048,-0.001,,,,,,
3049,-0.001,,,,,,
3050,-0.001,,,,,,
3051,-0.001,,,,,,
3052,-0.001,,,,,,
3053,-0.001,,,,,,
3054,-0.001,,,,,,
3055,-0.001,,,,,,
3056,-0.001,,,,,,
3057,-0.001,,,,,,
3058,-0.001,,,,,,
3059,-0.001,,,,,,
3060,-0.001,,,,,,
3061,-0.001,,,,,,
3062,-0.001,,,,,,
3063,-0.001,,,,,,
3064,-0.001,,,,,,
3065,-0.001,,,,,,
3066,-0.001,,,,,,
3067,-0.001,,,,,,
3068,-0.001,,,,,,
3069,0.41058043019301227,0.16946363935505102,0.04191677688472886,0.11828711828711828,0.5320388349514563,0.5655339805825242,0.5207715133531158
3070,-0.001,,,,,,
3071,-0.001,,,,,,
3072,-0.001,,,,,,
3073,-0.001,,,,,,
3074,-0.001,,,,,,
3075,-0.001,,,,,,
3076,-0.001,,,,,,
3077,-0.001,,,,,,
3078,-0.001,,,,,,
3079,-0.001,,,,,,
3080,-0.001,,,,,,
3081,-0.001,,,,,,
3082,-0.001,,,,,,
3083,-0.001,,,,,,
3084,-0.001,,,,,,
3085,-0.001,,,,,,
3086,-0.001,,,,,,
3087,-0.001,,,,,,
3088,-0.001,,,,,,
3089,-0.001,,,,,,
3090,-0.001,,,,,,
3091,0.40889153406668793,0.1648568608094768,0.04130633838640757,0.11776061776061776,0.5269461077844312,0.5665024630541872,0.5201192250372578
3092,-0.001,,,,,,
3093,-0.001,,,,,,
3094,-0.001,,,,,,
3095,-0.001,,,,,,
3096,-0.001,,,,,,
3097,-0.001,,,,,,
3098,-0.001,,,,,,
3099,-0.001,,,,,,
3100,-0.001,,,,,,
3101,-0.001,,,,,,
3102,-0.001,,,,,,
3103,-0.001,,,,,,
3104,0.4096309395004209,0.1681474169134584,0.04201851663444908,0.11828711828711828,0.5283757338551859,0.5641646489104116,0.5222551928783383
3105,-0.001,,,,,,
3106,-0.001,,,,,,
3107,-0.001,,,,,,
3108,-0.001,,,,,,
3109,-0.001,,,,,,
3110,-0.001,,,,,,
3111,-0.001,,,,,,
3112,0.4094354011281434,0.16617308325106944,0.04130633838640757,0.11776061776061776,0.5287128712871287,0.5665024630541872,0.5201192250372578
3113,-0.001,,,,,,
3114,-0.001,,,,,,
3115,-0.001,,,,,,
3116,-0.001,,,,,,
3117,-0.001,,,,,,
3118,0.41129484340094424,0.17077986179664364,0.042120256384169295,0.11951561951561951,0.5337186897880539,0.5652173913043478,0.5212922173274597
3119,-0.001,,,,,,
3120,-0.001,,,,,,
3121,-0.001,,,,,,
3122,-0.001,,,,,,
3123,-0.001,,,,,,
3124,-0.001,,,,,,
3125,-0.001,,,,,,
3126,-0.001,,,,,,
3127,-0.001,,,,,,
3128,-0.001,,,,,,
3129,-0.001,,,,,,
3130,-0.001,,,,,,
3131,-0.001,,,,,,
3132,-0.001,,,,,,
3133,-0.001,,,,,,
3134,-0.001,,,,,,
3135,-0.001,,,,,,
3136,-0.001,,,,,,
3137,-0.001,,,,,,
3138,-0.001,,,,,,
3139,-0.001,,,,,,
3140,-0.001,,,,,,
3141,-0.001,,,,,,
3142,0.4104347388699827,0.17143797301743996,0.042120256384169295,0.11951561951561951,0.5297504798464492,0.5652173913043478,0.5212922173274597
3143,-0.001,,,,,,
3144,-0.001,,,,,,
3145,-0.001,,,,,,
3146,-0.001,,,,,,
3147,-0.001,,,,,,
3148,-0.001,,,,,,
3149,-0.001,,,,,,
3150,-0.001,,,,,,
3151,-0.001,,,,,,
3152,-0.001,,,,,,
3153,-0.001,,,,,,
3154,-0.001,,,,,,
3155,0.41153386550187054,0.1780190852254031,0.041509817885848004,0.12127062127062127,0.5304990757855823,0.5661764705882353,0.5209840810419681
3156,-0.001,,,,,,
3157,-0.001,,,,,,
3158,-0.001,,,,,,
3159,-0.001,,,,,,
3160,0.4109749249805061,0.16979269496544916,0.042120256384169295,0.11881361881361881,0.5329457364341085,0.5652173913043478,0.5214180206794683
3161,-0.001,,,,,,
3162,-0.001,,,,,,
3163,-0.001,,,,,,
3164,-0.001,,,,,,
3165,-0.001,,,,,,
3166,-0.001,,,,,,
3167,-0.001,,,,,,
3168,-0.001,,,,,,
3169,-0.001,,,,,,
3170,-0.001,,,,,,
3171,0.4104082604397743,0.17209608423823627,0.04222199613388951,0.12074412074412075,0.5296367112810707,0.563855421686747,0.5218023255813954
3172,-0.001,,,,,,
3173,-0.001,,,,,,
3174,-0.001,,,,,,
3175,-0.001,,,,,,
3176,-0.001,,,,,,
3177,-0.001,,,,,,
3178,-0.001,,,,,,
3179,-0.001,,,,,,
3180,-0.001,,,,,,
3181,-0.001,,,,,,
3182,-0.001,,,,,,
3183,-0.001,,,,,,
3184,-0.001,,,,,,
3185,-0.001,,,,,,
3186,-0.001,,,,,,
3187,-0.001,,,,,,
3188,-0.001,,,,,,
3189,-0.001,,,,,,
3190,-0.001,,,,,,
3191,-0.001,,,,,,
3192,0.4129128536920287,0.18591641987495885,0.04273069488249059,0.12548262548262548,0.5380530973451327,0.5595238095238095,0.5202797202797202
3193,-0.001,,,,,,
3194,-0.001,,,,,,
3195,-0.001,,,,,,
3196,-0.001,,,,,,
3197,-0.001,,,,,,
3198,-0.001,,,,,,
3199,-0.001,,,,,,
3200,-0.001,,,,,,
3201,-0.001,,,,,,
3202,-0.001,,,,,,
3203,-0.001,,,,,,
3204,-0.001,,,,,,
3205,-0.001,,,,,,
3206,-0.001,,,,,,
3207,-0.001,,,,,,
3208,-0.001,,,,,,
3209,-0.001,,,,,,
3210,-0.001,,,,,,
3211,-0.001,,,,,,
3212,-0.001,,,,,,
3213,-0.001,,,,,,
3214,-0.001,,,,,,
3215,-0.001,,,,,,
3216,-0.001,,,,,,
3217,-0.001,,,,,,
3218,-0.001,,,,,,
3219,-0.001,,,,,,
3220,-0.001,,,,,,
3221,-0.001,,,,,,
3222,-0.001,,,,,,
3223,-0.001,,,,,,
3224,-0.001,,,,,,
3225,-0.001,,,,,,
3226,-0.001,,,,,,
3227,-0.001,,,,,,
3228,-0.001,,,,,,
3229,-0.001,,,,,,
3230,-0.001,,,,,,
3231,-0.001,,,,,,
3232,-0.001,,,,,,
3233,-0.001,,,,,,
3234,-0.001,,,,,,
3235,-0.001,,,,,,
3236,-0.001,,,,,,
3237,-0.001,,,,,,
3238,-0.001,,,,,,
3239,-0.001,,,,,,
3240,-0.001,,,,,,
3241,-0.001,,,,,,
3242,-0.001,,,,,,
3243,-0.001,,,,,,
3244,-0.001,,,,,,
3245,-0.001,,,,,,
3246,-0.001,,,,,,
3247,-0.001,,,,,,
3248,-0.001,,,,,,
3249,-0.001,,,,,,
3250,-0.001,,,,,,
3251,-0.001,,,,,,
3252,-0.001,,,,,,
3253,-0.001,,,,,,
3254,-0.001,,,,,,
3255,-0.001,,,,,,
3256,-0.001,,,,,,
3257,-0.001,,,,,,
3258,-0.001,,,,,,
3259,-0.001,,,,,,
3260,-0.001,,,,,,
3261,-0.001,,,,,,
3262,-0.001,,,,,,
3263,-0.001,,,,,,
3264,-0.001,,,,,,
3265,-0.001,,,,,,
3266,-0.001,,,,,,
3267,-0.001,,,,,,
3268,-0.001,,,,,,
3269,-0.001,,,,,,
3270,-0.001,,,,,,
3271,-0.001,,,,,,
3272,-0.001,,,,,,
3273,-0.001,,,,,,
3274,-0.001,,,,,,
3275,-0.001,,,,,,
3276,-0.001,,,,,,
3277,-0.001,,,,,,
3278,-0.001,,,,,,
3279,-0.001,,,,,,
3280,-0.001,,,,,,
3281,-0.001,,,,,,
3282,-0.001,,,,,,
3283,-0.001,,,,,,
3284,-0.001,,,,,,
3285,-0.001,,,,,,
3286,-0.001,,,,,,
3287,-0.001,,,,,,
3288,-0.001,,,,,,
3289,-0.001,,,,,,
3290,-0.001,,,,,,
3291,-0.001,,,,,,
3292,-0.001,,,,,,
3293,-0.001,,,,,,
3294,-0.001,,,,,,
3295,-0.001,,,,,,
3296,-0.001,,,,,,
3297,-0.001,,,,,,
3298,-0.001,,,,,,
3299,-0.001,,,,,,
3300,-0.001,,,,,,
3301,-0.001,,,,,,
3302,-0.001,,,,,,
3303,-0.001,,,,,,
3304,-0.001,,,,,,
3305,-0.001,,,,,,
3306,-0.001,,,,,,
3307,-0.001,,,,,,
3308,-0.001,,,,,,
3309,-0.001,,,,,,
3310,-0.001,,,,,,
3311,-0.001,,,,,,
3312,-0.001,,,,,,
3313,-0.001,,,,,,
3314,-0.001,,,,,,
3315,-0.001,,,,,,
3316,-0.001,,,,,,
3317,-0.001,,,,,,
3318,-0.001,,,,,,
3319,-0.001,,,,,,
3320,-0.001,,,,,,
3321,-0.001,,,,,,
3322,-0.001,,,,,,
3323,-0.001,,,,,,
3324,-0.001,,,,,,
3325,-0.001,,,,,,
3326,-0.001,,,,,,
3327,-0.001,,,,,,
3328,0.41351838622897175,0.19052319842053306,0.04171329738528843,0.12478062478062478,0.5354058721934369,0.5634146341463414,0.5203938115330521
3329,-0.001,,,,,,
3330,-0.001,,,,,,
3331,-0.001,,,,,,
3332,-0.001,,,,,,
3333,-0.001,,,,,,
3334,-0.001,,,,,,
3335,-0.001,,,,,,
3336,-0.001,,,,,,
3337,-0.001,,,,,,
3338,-0.001,,,,,,
3339,-0.001,,,,,,
3340,-0.001,,,,,,
3341,-0.001,,,,,,
3342,-0.001,,,,,,
3343,-0.001,,,,,,
3344,-0.001,,,,,,
3345,-0.001,,,,,,
3346,-0.001,,,,,,
3347,-0.001,,,,,,
3348,-0.001,,,,,,
3349,-0.001,,,,,,
3350,-0.001,,,,,,
3351,-0.001,,,,,,
3352,-0.001,,,,,,
3353,-0.001,,,,,,
3354,-0.001,,,,,,
3355,-0.001,,,,,,
3356,-0.001,,,,,,
3357,-0.001,,,,,,
3358,-0.001,,,,,,
3359,-0.001,,,,,,
3360,-0.001,,,,,,
3361,-0.001,,,,,,
3362,-0.001,,,,,,
3363,-0.001,,,,,,
3364,-0.001,,,,,,
3365,-0.001,,,,,,
3366,-0.001,,,,,,
3367,-0.001,,,,,,
3368,-0.001,,,,,,
3369,-0.001,,,,,,
3370,-0.001,,,,,,
3371,-0.001,,,,,,
3372,0.4129928298302225,0.18591641987495885,0.042120256384169295,0.12337662337662338,0.5345132743362832,0.5628019323671497,0.5220483641536273
3373,-0.001,,,,,,
3374,-0.001,,,,,,
3375,-0.001,,,,,,
3376,-0.001,,,,,,
3377,-0.001,,,,,,
3378,-0.001,,,,,,
3379,-0.001,,,,,,
3380,-0.001,,,,,,
3381,-0.001,,,,,,
3382,-0.001,,,,,,
3383,-0.001,,,,,,
3384,-0.001,,,,,,
3385,-0.001,,,,,,
3386,-0.001,,,,,,
3387,-0.001,,,,,,
3388,-0.001,,,,,,
3389,-0.001,,,,,,
3390,-0.001,,,,,,
3391,-0.001,,,,,,
3392,-0.001,,,,,,
3393,-0.001,,,,,,
3394,-0.001,,,,,,
3395,-0.001,,,,,,
3396,-0.001,,,,,,
3397,-0.001,,,,,,
3398,-0.001,,,,,,
3399,-0.001,,,,,,
3400,-0.001,,,,,,
3401,-0.001,,,,,,
3402,-0.001,,,,,,
3403,-0.001,,,,,,
3404,-0.001,,,,,,
3405,-0.001,,,,,,
3406,-0.001,,,,,,
3407,-0.001,,,,,,
3408,-0.001,,,,,,
3409,0.4050856168473818,0.16123724909509707,0.031335842913826434,0.10617760617760617,0.5224489795918368,0.564935064935065,0.5206611570247934
3410,-0.001,,,,,,
3411,-0.001,,,,,,
3412,-0.001,,,,,,
3413,-0.001,,,,,,
3414,-0.001,,,,,,
3415,-0.001,,,,,,
3416,-0.001,,,,,,
